Releve_number,Country_code,Biblioreference,No_table_in_publ,No_releve_in_table,Cover_abundance_scale,Author,Date_yearmonthday,Syntaxon_code,Releve_area_m2,Altitude_m,Aspect_degrees,Slope_degrees,Cover_tree_layer_perc,Cover_shrub_layer_perc,Cover_herb_layer_perc,Cover_moss_layer_perc,Cover_lichen_layer_perc,Height_high_herb_layer_cm,Mosses_identified_yn,Lichens_identified_yn,Remarks,Coordinate_system,Resurvey,For_eva,Rs_project,Rs_site,Rs_plot,Rs_observ,Plot_shape,Manipulate,Maniptyp,Loc_method,Data_owner,Eva_access,Longitude,Latitude,Precision_m,Locality,Field_nr,Habitat,S_ph_h2o,Best_fit,Validation,Protection,Plot_type,number_species,CR_NT_number,CR_NT_perc_number,CR_NT_perc_cover,alien_perc_cover,Syntax_new,alien_number,TD_number,TD_perc_number,TD_perc_cover,TF_number,TF_perc_number,TF_perc_cover,TH_number,TH_perc_number,TH_perc_cover,XA_XC_number,XA_XC_perc_number,XA_XC_perc_cover,light,temperature,moisture,reaction,nutrients,salinity,Time
904141,CZ,101534,NA,NA,2,M. Harásek,20190604,NA,25,380,240,3,0,0,95,15,0,100,N,N,Opakování snímku M. Chytrý: 401611,1,Y,Y,Acidic dry grasslands SW Moravia,Sa,Sa-NewSimil,Sa-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161422.2,490637,10,"PP Kozének, ca 1,7 km J od OÚ v Senoradech",19/35,"Acidofilní trávník, zapojený, svěží, bohatý",0,Y,N,Y,resampling,30,1,3.33,2,4,THG01,2,8,26.67,15.8,9,30,45.2,14,46.67,54.9,5,16.67,24.4,7.73,5.67,3.57,5.67,3.33,0.23,new
904138,CZ,101534,NA,NA,2,M. Harásek,20190604,NA,49,380,180,5,0,0,85,5,0,120,N,N,Opakování snímku M. Chytrý: 401614,1,Y,Y,Acidic dry grasslands SW Moravia,Sb,Sb-NewSimil,Sb-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161418.4,490636.8,8,"PP Kozének, ca 1,7 km J od OÚ v Senoradech",19/32,"Acidofilní trávník, nízký průměrný vzrůst rostlin, méně travin",0,Y,N,Y,resampling,31,1,3.23,1,4,THG01,2,6,19.35,12.3,9,29.03,42.9,18,58.06,57.1,4,12.9,23.6,7.61,5.71,3.58,5.84,3.29,0.36,new
904009,CZ,101534,NA,NA,2,M. Harásek,20180815,NA,25,326,180,15,0,0,95,35,5,0,N,N,Opakování snímku M. Chytrý: 401603/4,1,Y,Y,Acidic dry grasslands SW Moravia,Ua,Ua-New,Ua-New-2018,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161423,490732.4,4,"Senorady, bývalá tvrz Senorady, cca 1,55 km ZJZ vysílače na Vodanském kopci (398 m)",18/23,"Antropogenní reliéf, relativně dobře zachovaná polopřirozená vegetace",5.53,Y,Y,N,resampling,17,1,5.88,1,4.9,THG01,3,3,17.65,7.8,6,35.29,51.7,9,52.94,63.1,7,41.18,25.9,7.71,5.88,3.47,6.77,4.18,0.47,new
904124,CZ,101534,NA,NA,2,M. Harásek,20190731,NA,12,410,230,15,0,0,50,50,10,100,N,N,Opakování snímku M. Chytrý: 401735,1,Y,Y,Acidic dry grasslands SW Moravia,Va,Va-New,Va-New-2019,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,155941.5,491231.3,4,"Vladislav, ca 450 m VJV od OÚ v obci",19/158,"Skalní stepní trávník, exponovaný, přirozený",4.84,Y,Y,N,resampling,16,1,6.25,2,2,TFD02,1,1,6.25,2,8,50,20.9,9,56.25,23.3,5,31.25,9.6,8,6.06,3.06,5.31,2.75,0.06,new
904125,CZ,101534,NA,NA,2,M. Harásek,20190731,NA,9,405,200,20,0,0,55,25,15,80,N,N,Opakování snímku M. Chytrý: 401736,1,Y,Y,Acidic dry grasslands SW Moravia,Vb,Vb-NewSimil,Vb-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155942.4,491230.6,5,"Vladislav, ca 500 m VJV od OÚ v obci",19/159,"Skalní stepní trávník, exponovaný, přirozený",4.95,Y,N,N,resampling,13,1,7.69,4,2,TFD02,1,0,0,0,6,46.15,11.4,5,38.46,9.6,3,23.08,5.9,8,6.23,2.85,5.31,2.85,0.15,new
904122,CZ,101534,NA,NA,2,M. Harásek,20190731,NA,9,410,225,20,0,0,60,50,20,60,N,N,Opakování snímku M. Chytrý: 401737,1,Y,Y,Acidic dry grasslands SW Moravia,Vc,Vc-NewSimil,Vc-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155939.7,491233.1,5,"Vladislav, ca 450 m VJV od OÚ v obci",19/156,"Skalní stepní trávník, exponovaný, přirozený",4.8,Y,N,N,resampling,17,1,5.88,2,4,TFD02,2,2,11.76,4,4,23.53,6.8,9,52.94,15.8,2,11.76,3,7.69,6.06,3.19,6.19,3.19,0.19,new
904119,CZ,101534,NA,NA,2,M. Harásek,20190730,NA,8,405,200,25,0,0,60,5,10,80,N,N,"Opakování snímku M. Chytrý: 401731, 401732, 401733",1,Y,Y,Acidic dry grasslands SW Moravia,Wc,Wc-NewSimil,Wc-NewSimil-2019,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,155833.2,491244.9,6,"Vladislav, ca 1,1 km západně od OÚ v obci",19/153,"Skalní stepní trávník, spíše přirozený, výchozy hornin",4.43,Y,N,N,resampling,14,1,7.14,2,2,TFD02,1,1,7.14,2,8,57.14,46.7,7,50,15,3,21.43,6.8,7.77,5.69,3.15,5.39,3.15,0.15,new
904117,CZ,101534,NA,NA,2,M. Harásek,20190730,NA,8,410,180,15,0,0,70,55,5,70,N,N,"Opakování snímku M. Chytrý: 401731, 401732, 401733",1,Y,Y,Acidic dry grasslands SW Moravia,Wa,Wa-NewSimil,Wa-NewSimil-2019,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,155831,491245.3,5,"Vladislav, ca 1,1 km západně od OÚ v obci",19/151,"Skalní step, ruderalizovaná (mezi polem a železnicí)",4.88,Y,N,N,resampling,16,2,12.5,4,2,TFD02,1,0,0,0,5,31.25,11.4,9,56.25,20,3,18.75,7.8,7.81,6,3.13,6.06,3.19,0.13,new
904121,CZ,101534,NA,NA,2,M. Harásek,20190730,NA,16,405,180,25,0,0,50,20,20,60,N,N,Opakování snímku M. Chytrý: 401734,1,Y,Y,Acidic dry grasslands SW Moravia,Wb,Wb-New,Wb-New-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155837.1,491244.9,4,"Vladislav, ca 1,1 km západně od OÚ v obci",19/155,"Skalní stepní trávník, spíše přirozený, výchozy hornin",4.54,Y,Y,N,resampling,15,3,20,5.9,4,TFD02,2,0,0,0,7,46.67,45.1,6,40,12.3,2,13.33,4,7.85,6.23,2.85,5.85,2.92,0,new
904112,CZ,101534,NA,NA,2,M. Harásek,20190715,NA,36,320,NA,2,0,0,70,80,0,120,N,N,"Opakování snímku M. Chytrý: 401467; bez managmentu, zarůstající",1,Y,Y,Acidic dry grasslands SW Moravia,Xa,Xa-New,Xa-New-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161518.9,490005.5,5,"Vémyslice, kopec Na Vartě (323), ca 2,3 km J Českobratrského kostela v obci",19/146,Zarůstající trávník s dominancí trstnatých trav,5.15,Y,Y,Y,resampling,5,0,0,0,9.8,THA04,2,1,20,8,0,0,0,0,0,0,1,20,2,7,5.2,4.8,5.6,5,0.8,new
904113,CZ,101534,NA,NA,2,M. Harásek,20190715,NA,15,315,250,8,0,0,50,50,2,150,N,N,"Opakování snímku M. Chytrý: 401468; bez managmentu, zarůstající",1,Y,Y,Acidic dry grasslands SW Moravia,Xb,Xb-New,Xb-New-2019,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,161513.1,490006.5,6,"Vémyslice, kopec Na Vartě (323), ca 2,3 km J Českobratrského kostela v obci",19/147,"Ploška méně zarosteného trávníku s dominancí A. elatius, pod temenem kopce",4.41,Y,Y,Y,resampling,11,1,9.09,2,18,THA04,1,1,9.09,18,4,36.36,7.8,7,63.64,18.5,2,18.18,4,8.18,6.18,3,6.18,3,0.09,new
904114,CZ,101534,NA,NA,2,M. Harásek,20190715,NA,25,313,290,7,0,0,85,80,0,130,N,N,Opakování snímku M. Chytrý: 401512,1,Y,Y,Acidic dry grasslands SW Moravia,Xc,Xc-New,Xc-New-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161512.8,490007.1,4,"Vémyslice, kopec Na Vartě (323), ca 2,3 km J Českobratrského kostela v obci",19/148,"Zapojený zarůstající trávník, ploška s méně A. elatius nežli v okolí, polydominantní",4.58,Y,Y,Y,resampling,10,1,10,2,18,THG02,1,1,10,18,1,10,1,8,80,18.5,0,0,0,7.7,5.9,3.3,6.4,3,0.2,new
904111,CZ,101534,NA,NA,2,M. Harásek,20190715,NA,25,320,NA,0,0,0,75,70,0,120,N,N,Opakování snímku M. Chytrý: 401513,1,Y,Y,Acidic dry grasslands SW Moravia,Xd,Xd-NewSimil,Xd-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161456.4,485953.6,6,"Vémyslice, PR Na kocourkách (severní kopec), ca 2,8 km J benzinky v obci (hlavní křižovatka)",19/145,"Suchý acidofilní trávník na temeni kopce, druhově pestrý, polydominantní",0,Y,N,Y,resampling,20,4,20,8.7,2,THG02,1,0,0,0,10,50,32.3,15,75,40.1,4,20,7.8,8,6.3,2.8,6.3,2.7,0.2,new
904127,CZ,101534,NA,NA,2,M. Harásek,20190731,NA,25,450,170,10,0,0,30,70,5,35,N,N,Opakování snímku M. Chytrý: 401729,1,Y,Y,Acidic dry grasslands SW Moravia,Ya,Ya-New,Ya-New-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155431.6,491413.2,5,"Pacoucov, ca 1,3 km JV od kapličky v obci",19/161,"Přepasený acidofilní trávník, kravami",5.04,Y,Y,N,resampling,15,0,0,0,0,TFD02,0,2,13.33,4,7,46.67,14.1,6,40,12.3,3,20,5.9,7.6,5.93,3.07,5,3,0.13,new
904049,CZ,101534,NA,NA,2,M. Harásek,20190624,NA,16,335,225,10,0,0,60,25,50,120,N,N,Opakování snímku M. Chytrý: 401469,1,Y,Y,Acidic dry grasslands SW Moravia,Za,Za-NewSimil,Za-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161240.4,485938.1,8,"Trstěnice, 700 m J kostela ve Džbánicích",19/77,"Segment trávníku na mělké půdě s mnoha lišejníky, okolí zarůstá A. elatius, blízkost lesa s Rob. p.",0,Y,N,N,resampling,16,5,31.25,11.4,9.8,THA04,2,1,6.25,8,3,18.75,5.9,10,62.5,33,1,6.25,2,7.63,6.06,3.06,6.25,3.13,0.13,new
904050,CZ,101534,NA,NA,2,M. Harásek,20190624,NA,25,330,170,5,0,0,95,80,0,130,N,N,Opakování snímku M. Chytrý: 401514,1,Y,Y,Acidic dry grasslands SW Moravia,Zb,Zb-New,Zb-New-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161242.1,485939.3,10,"Trstěnice, 700 m J kostela ve Džbánicích",19/78,Acidofilní trávník zarůstající A. elatius,0,Y,Y,N,resampling,13,3,23.08,6.8,63,THG02,1,1,7.69,63,4,30.77,13.4,11,84.62,25.6,2,15.38,4,8,6.31,2.92,6.77,2.85,0.15,new
401470,CZ,400073,4,4,1,M. Chytrý,19880829,26AA08,9,270,180,20,0,0,50,50,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25; Grimmia pulvinata=G.cf.pulvinata; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AAa,AAa-Old,AAa-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,162133.7,485901.8,50,"Bohutice, Hügel mit der Statue von St. Michal 0,5 km S des Ortes",104/8,NA,0,Y,Y,Y,NA,17,3,17.65,6.8,5.9,THA04,3,0,0,0,6,35.29,11.4,11,64.71,21.6,3,17.65,5.9,8.06,6.35,2.53,6.53,2.94,0.12,old
401515,CZ,400073,5,14,1,M. Chytrý,19880829,26AE14,25,270,-,-1,0,0,90,5,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AAb,AAb-Old,AAb-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,162133.7,485901.8,50,"Bohutice, Hügel mit der Statue von St. Michal 0,5 km S des Ortes",105/8,NA,0,Y,Y,Y,NA,32,9,28.13,17.5,0,THG02,0,0,0,0,9,28.13,53.2,24,75,66.5,3,9.38,6.8,7.84,6.31,2.78,6.5,2.66,0.13,old
401472,CZ,400073,4,6,1,M. Chytrý,19870814,26AA08,25,250,203,5,0,0,70,80,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ABa,ABa-Old,ABa-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161949.9,485727.8,70,"Miroslav, Hügel mit Steinbruch 2 km NO der Stadt",222/7,NA,0,Y,Y,Y,NA,18,3,16.67,5.9,2,THA04,1,1,5.56,2,11,61.11,30.4,13,72.22,41.2,3,16.67,5.9,8.11,6.22,2.5,6.06,2.5,0,old
401521,CZ,400073,5,20,1,M. Chytrý,19870814,26AE14,49,290,248,5,0,0,90,80,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ACa,ACa-Old,ACa-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161816.9,485611.4,60,"Miroslav, Hügel 1,2 km SSW der Stadt",217/7,NA,0,Y,Y,Y,NA,27,5,18.52,49.2,4,THG02,2,3,11.11,5.9,8,29.63,35,21,77.78,72.2,2,7.41,15.6,7.7,6.26,2.93,7.11,2.89,0.15,old
401517,CZ,400073,5,16,1,M. Chytrý,19870814,26AE14,49,250,180,5,0,0,100,70,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ADa,ADa-Old,ADa-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161546.2,485710.8,50,"Hostěradice, Hügel mit Kapelle am NNO-Rand des Ortes",216/7,NA,0,Y,Y,Y,NA,31,8,25.81,25.2,4,THG02,2,2,6.45,4,9,29.03,26,24,77.42,66.7,3,9.68,5.9,7.94,6.39,2.77,6.87,2.74,0.16,old
401518,CZ,400073,5,17,1,M. Chytrý,19870814,26AE14,49,250,NA,10,0,0,100,70,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ADb,ADb-Old,ADb-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161546.2,485710.8,50,"Hostěradice, Hügel mit Kapelle am NNO-Rand des Ortes",214/7,NA,0,Y,Y,Y,NA,28,8,28.57,66.3,2,THG02,1,1,3.57,2,8,28.57,50.7,21,75,79.2,3,10.71,39.8,7.82,6.25,2.86,6.93,2.82,0.21,old
401626,CZ,400073,6,31,1,M. Chytrý,19870813,26BB05,49,310,360,10,0,0,100,40,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AEa,AEa-Old,AEa-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160236.1,485726.3,30,"Vevčice, ein Hügel 0,5 km SSW des Ortes",205/7,NA,0,Y,Y,N,NA,21,1,4.76,3,14.7,THG01,2,8,38.1,26.8,4,19.05,10.6,9,42.86,69.5,1,4.76,2,7.25,5.45,3.95,5.7,3.8,0.4,old
401523,CZ,400073,5,22,1,M. Chytrý,19870813,26AE14,36,300,158,5,0,0,100,15,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AFa,AFa-Old,AFa-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160555,485617.1,50,"Němčičky, Hänge 1 km OSO des Ortes",208/7,NA,0,Y,Y,N,NA,29,4,13.79,9.6,2,THG02,1,3,10.34,5.9,7,24.14,24.5,21,72.41,68.4,5,17.24,12.3,7.72,5.97,3.21,6.59,3.28,0.28,old
401413,CZ,400074,1,12,1,M. Chytrý,19860913,22BB05,49,320,NA,15,0,0,70,80,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AGa,AGa-Old,AGa-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160022.3,485507.8,60,"Plenkovice, kleine Felsen über dem NO Rand des Ortes",P12,NA,0,Y,Y,N,NA,15,3,20,4.9,0,TEE01,0,1,6.67,2,3,20,6.8,10,66.67,47.8,0,0,0,7.2,5.6,3.53,4.67,2.4,0,old
401634,CZ,400073,6,38,1,M. Chytrý,19890628,26BB05,36,280,270,5,0,0,100,40,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AHa,AHa-Old,AHa-Old-1989,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160439.5,485358.6,60,"Únanov, ein Hügel in den Felder im Únanovka-Tal 0,5 km O des Ortes",65/9,NA,0,Y,Y,N,NA,35,4,11.43,19,2,THG01,1,7,20,13.2,9,25.71,26,27,77.14,78.1,4,11.43,8.7,7.63,5.83,3.34,6.06,3.03,0.23,old
401633,CZ,400073,6,37,1,M. Chytrý,19880728,26BB05,36,320,270,15,0,0,100,10,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AIa,AIa-Old,AIa-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160358.7,485409,80,"Únanov, Hänge über dem Steinbruch am NO Rand des Ortes",83/8,NA,0,Y,Y,N,NA,28,5,17.86,13.2,0,THG01,0,6,21.43,11.4,7,25,23.7,17,60.71,51.9,0,0,0,7.52,5.59,3.44,5.44,2.85,0.22,old
401630,CZ,400073,6,35,1,M. Chytrý,19860913,26BB05,49,300,-,0,0,0,100,0,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AJa,AJa-Old,AJa-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160421.8,485435.5,140,"Únanov, ein Hügel in den Felder 0,5 km NNO der Strassenkreuzung Únanov-Tvořihráz-Plaveč",45100,NA,0,Y,Y,Y,NA,20,2,10,39.2,1,THG01,1,3,15,4.9,4,20,8.7,13,65,62,2,10,4,7.5,5.55,3.6,5.35,3.05,0.2,old
401631,CZ,400073,6,36,1,M. Chytrý,19860913,26BB05,49,300,203,10,0,0,100,60,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AJb,AJb-Old,AJb-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160421.8,485435.5,140,"Únanov, ein Hügel in den Felder 0,5 km NNO der Strassenkreuzung Únanov-Tvořihráz-Plaveč",45101,NA,0,Y,Y,Y,NA,25,2,8,3,0,THG01,0,5,20,8.7,8,32,23.7,17,68,50.4,3,12,5.9,7.54,5.79,3.46,5.88,3.13,0.21,old
401632,CZ,400074,2,5,1,M. Chytrý,19860913,26BB05,49,310,NA,10,0,0,95,50,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AJc,AJc-Old,AJc-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160421.8,485435.5,140,"Únanov, ein Hügel in den Felder 0,5 km NNO der Strassenkreuzung Únanov-Tvořihráz-Plaveč",P5,NA,0,Y,Y,Y,NA,31,3,9.68,5.9,2,THG01,1,6,19.35,10.5,11,35.48,36.2,21,67.74,71,4,12.9,18.1,7.61,5.68,3.55,5.71,3.16,0.26,old
401637,CZ,400073,6,41,1,M. Chytrý,19880713,26BB05,25,370,-,0,0,0,80,40,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AKa,AKa-Old,AKa-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155938.6,485156.6,100,"Mašovice, Waldrand 1 km ONO des Ortes",45151,NA,0,Y,Y,Y,NA,31,1,3.23,2,0,THG01,0,10,32.26,27.5,6,19.35,21.4,20,64.52,48.5,1,3.23,2,7.36,5.48,3.77,5.74,3.19,0.26,old
401525,CZ,400073,5,24,1,M. Chytrý,19870812,26AE14,36,230,-,-1,0,0,100,70,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ALa,ALa-Old,ALa-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161119,484931.5,150,"Hodonice, Hügel Vraní vrch (Kote 232) 2 km OSO des Ortes",87/7,NA,0,Y,Y,Y,NA,34,6,17.65,11.4,2,THG02,1,1,2.94,1,11,32.35,22.4,25,73.53,71.1,4,11.76,41.6,7.85,6.18,2.94,6.39,2.79,0.21,old
401526,CZ,400073,5,25,1,M. Chytrý,19870812,26AE14,49,230,248,5,0,0,95,60,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ALb,ALb-Old,ALb-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161119,484931.5,150,"Hodonice, Hügel Vraní vrch (Kote 232) 2 km OSO des Ortes",88/7,NA,0,Y,Y,Y,NA,30,9,30,18.3,4,THG02,2,0,0,0,13,43.33,33.1,23,76.67,57.4,7,23.33,14.1,8,6.17,2.93,6.27,2.73,0.17,old
401488,CZ,400073,4,22,1,M. Chytrý,19870812,26AA08,25,230,-,-1,0,0,100,70,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AMa,AMa-Old,AMa-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160854.9,484842.8,30,"Derflice, Hügel 0,5 km NO des Ortes",92/7,NA,0,Y,Y,Y,NA,27,6,22.22,12.3,4,THA04,2,2,7.41,4,12,44.44,45.1,19,70.37,53.3,4,14.81,18.1,7.93,6.04,2.85,5.96,2.74,0.19,old
401640,CZ,400073,6,44,1,M. Chytrý,19870812,26BB05,36,230,23,10,0,0,100,80,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,ANa,ANa-Old,ANa-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160820.3,484950.3,100,"Tasovice, ein Hügel am rechten Ufer des Dyje-Flusses am Südwestrand des Ortes",90/7,NA,0,Y,Y,Y,NA,28,4,14.29,18.1,0,THG01,0,4,14.29,7.8,7,25,15,18,64.29,53.3,2,7.14,4,7.57,5.82,3.21,5.86,2.82,0.21,old
401480,CZ,400073,4,14,1,M. Chytrý,19870510,26AA08,25,290,NA,10,0,0,70,80,0,0,Y,Y,"Species corrected from the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AOa,AOa-Old,AOa-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160549,484953.2,700,"Načeratice, Berg Načeratický kopec (Kote 291) 1,5 km NW des Ortes",3a/7,NA,0,Y,Y,Y,NA,20,7,35,24.5,0,THA04,0,0,0,0,7,35,14.1,16,80,38.3,3,15,6.8,7.9,6.3,2.65,6.2,2.35,0.05,old
401481,CZ,400073,4,15,1,M. Chytrý,19870510,26AA08,49,280,225,10,0,0,90,60,0,0,Y,Y,"Species corrected from the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,AOb,AOb-Old,AOb-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160549,484953.2,700,"Načeratice, Berg Načeratický kopec (Kote 291) 1,5 km NW des Ortes",3b/7,NA,0,Y,Y,Y,NA,23,8,34.78,52.2,0,THA04,0,0,0,0,7,30.43,13.2,19,82.61,62.1,3,13.04,5.9,7.96,6.17,2.7,6.17,2.57,0.04,old
401417,CZ,400074,1,16,1,M. Chytrý,19880510,22BB05,35,320,NA,15,0,0,20,80,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,APa,APa-Old,APa-Old-1988,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,160114.3,484948.9,60,"Konice bei Znojmo, Konický vrch Hügel am S Rand des Ortes",P16,NA,0,Y,Y,Y,NA,9,1,11.11,2,0,TEE01,0,0,0,0,3,33.33,5.9,6,66.67,12.3,1,11.11,2,7.11,5.33,3.78,3.89,2.11,0,old
401418,CZ,400074,1,17,1,M. Chytrý,19870510,22BB05,25,320,NA,10,0,0,40,80,0,0,Y,Y,"Species checked by comparing with the original field notes by M. Chytrý on 2019/12/25 (Plangago lanceolata added); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,APb,APb-Old,APb-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160114.3,484948.9,60,"Konice bei Znojmo, Konický vrch Hügel am S Rand des Ortes",P17=10/87,NA,0,Y,Y,Y,NA,21,5,23.81,19.8,2,TEE01,1,1,4.76,2,11,52.38,28.9,14,66.67,40.6,2,9.52,4,7.62,5.76,3.05,5.14,2.71,0.19,old
